student_number,cycle,academic_year,school,grade,test_version,subject,percent_correct
701152691,1,2019,School2,9,1,Math,51.72
701152691,1,2019,School2,9,1,ELA,34.38
701156032,1,2019,School2,9,1,Math,37.93
701156032,1,2019,School2,9,1,ELA,31.25
3042022048,1,2019,School2,9,1,Math,44.83
3042022048,1,2019,School2,9,1,ELA,58.33
301001182,1,2019,School2,11,1,Math,53.45
301001182,1,2019,School2,11,1,ELA,78.13
2021056,1,2019,School2,10,1,Math,55.17
2021056,1,2019,School2,10,1,ELA,52.08
305001461,1,2019,School2,9,1,Math,34.48
305001461,1,2019,School2,9,1,ELA,38.54
303001204,1,2019,School2,11,1,Math,48.28
303001204,1,2019,School2,11,1,ELA,60.42
701153837,1,2019,School2,9,1,Math,43.1
701153837,1,2019,School2,9,1,ELA,22.92
690115067,1,2019,School2,11,1,Math,27.59
690115067,1,2019,School2,11,1,ELA,44.79
302001031,1,2019,School2,11,1,Math,63.79
302001031,1,2019,School2,11,1,ELA,66.67
701156643,1,2019,School2,9,1,Math,31.03
701156643,1,2019,School2,9,1,ELA,37.5
701153887,1,2019,School2,10,1,Math,41.38
701153887,1,2019,School2,10,1,ELA,45.83
302001152,1,2019,School2,11,1,Math,55.17
302001152,1,2019,School2,11,1,ELA,48.96
2021057,1,2019,School2,9,1,Math,36.21
2021057,1,2019,School2,9,1,ELA,20.83
154738143,1,2019,School2,9,1,Math,31.03
154738143,1,2019,School2,9,1,ELA,17.71
701153644,1,2019,School2,9,1,Math,22.41
701153644,1,2019,School2,9,1,ELA,23.96
701153892,1,2019,School2,11,1,Math,15.52
701153892,1,2019,School2,11,1,ELA,36.46
701158497,1,2019,School2,11,1,Math,0
701158497,1,2019,School2,11,1,ELA,0
307001088,1,2019,School2,10,1,Math,36.21
307001088,1,2019,School2,10,1,ELA,43.75
302001294,1,2019,School2,10,1,Math,63.79
302001294,1,2019,School2,10,1,ELA,38.54
422019498,1,2019,School2,9,1,Math,22.41
422019498,1,2019,School2,9,1,ELA,21.88
3042022054,1,2019,School2,9,1,Math,37.93
3042022054,1,2019,School2,9,1,ELA,37.5
301001581,1,2019,School2,11,1,Math,41.38
301001581,1,2019,School2,11,1,ELA,66.67
301001582,1,2019,School2,10,1,Math,39.66
301001582,1,2019,School2,10,1,ELA,31.25
302001079,1,2019,School2,9,1,Math,31.03
302001079,1,2019,School2,9,1,ELA,31.25
305003359,1,2019,School2,11,1,Math,36.21
305003359,1,2019,School2,11,1,ELA,47.92
701152680,1,2019,School2,9,1,Math,20.69
701152680,1,2019,School2,9,1,ELA,20.83
303001357,1,2019,School2,9,1,Math,24.14
303001357,1,2019,School2,9,1,ELA,23.96
301001584,1,2019,School2,11,1,Math,48.28
301001584,1,2019,School2,11,1,ELA,37.5
303001209,1,2019,School2,11,1,Math,65.52
303001209,1,2019,School2,11,1,ELA,58.33
302001247,1,2019,School2,9,1,Math,48.28
302001247,1,2019,School2,9,1,ELA,52.08
304051,1,2019,School2,11,1,Math,75.86
304051,1,2019,School2,11,1,ELA,75
701156021,1,2019,School2,9,1,Math,55.17
701156021,1,2019,School2,9,1,ELA,29.17
301001235,1,2019,School2,11,1,Math,0
301001235,1,2019,School2,11,1,ELA,0
2021059,1,2019,School2,9,1,Math,22.41
2021059,1,2019,School2,9,1,ELA,7.29
303001129,1,2019,School2,11,0.5,Math,48.28
303001129,1,2019,School2,11,0.5,ELA,10.42
302001295,1,2019,School2,10,1,Math,34.48
302001295,1,2019,School2,10,1,ELA,40.63
304053,1,2019,School2,11,1,Math,53.45
304053,1,2019,School2,11,1,ELA,56.25
701158498,1,2019,School2,9,1,Math,43.1
701158498,1,2019,School2,9,1,ELA,31.25
181745119,1,2019,School2,11,1,Math,43.1
181745119,1,2019,School2,11,1,ELA,43.75
303001178,1,2019,School2,11,1,Math,39.66
303001178,1,2019,School2,11,1,ELA,52.08
896052544,1,2019,School2,9,1,Math,55.17
896052544,1,2019,School2,9,1,ELA,40.63
302001296,1,2019,School2,9,1,Math,17.24
302001296,1,2019,School2,9,1,ELA,20.83
303001361,1,2019,School2,9,1,Math,22.41
303001361,1,2019,School2,9,1,ELA,14.58
302001298,1,2019,School2,9,1,Math,0
302001298,1,2019,School2,9,1,ELA,0
2021060,1,2019,School2,10,1,Math,51.72
2021060,1,2019,School2,10,1,ELA,62.5
302001080,1,2019,School2,10,1,Math,51.72
302001080,1,2019,School2,10,1,ELA,53.13
303001362,1,2019,School2,9,1,Math,41.38
303001362,1,2019,School2,9,1,ELA,34.38
310001119,1,2019,School2,9,1,Math,43.1
310001119,1,2019,School2,9,1,ELA,41.67
303001200,1,2019,School2,11,1,Math,55.17
303001200,1,2019,School2,11,1,ELA,58.33
303001363,1,2019,School2,9,1,Math,36.21
303001363,1,2019,School2,9,1,ELA,57.29
302001299,1,2019,School2,10,1,Math,56.9
302001299,1,2019,School2,10,1,ELA,42.71
701152599,1,2019,School2,9,1,Math,50
701152599,1,2019,School2,9,1,ELA,56.25
3042022057,1,2019,School2,9,1,Math,0
3042022057,1,2019,School2,9,1,ELA,0
305001399,1,2019,School2,11,1,Math,50
305001399,1,2019,School2,11,1,ELA,52.08
2021063,1,2019,School2,10,1,Math,43.1
2021063,1,2019,School2,10,1,ELA,51.04
640923751,1,2019,School2,9,1,Math,39.66
640923751,1,2019,School2,9,1,ELA,28.13
3042022059,1,2019,School2,9,1,Math,41.38
3042022059,1,2019,School2,9,1,ELA,38.54
303001364,1,2019,School2,9,1,Math,48.28
303001364,1,2019,School2,9,1,ELA,59.38
302001034,1,2019,School2,11,1,Math,46.55
302001034,1,2019,School2,11,1,ELA,52.08
301001587,1,2019,School2,11,1,Math,58.62
301001587,1,2019,School2,11,1,ELA,71.88
303001365,1,2019,School2,9,1,Math,36.21
303001365,1,2019,School2,9,1,ELA,58.33
310001120,1,2019,School2,9,1,Math,27.59
310001120,1,2019,School2,9,1,ELA,29.17
701153903,1,2019,School2,11,1,Math,25.86
701153903,1,2019,School2,11,1,ELA,28.13
302001300,1,2019,School2,10,1,Math,50
302001300,1,2019,School2,10,1,ELA,68.75
302001047,1,2019,School2,9,1,Math,20.69
302001047,1,2019,School2,9,1,ELA,19.79
301001166,1,2019,School2,10,1,Math,36.21
301001166,1,2019,School2,10,1,ELA,35.42
302001329,1,2019,School2,10,1,Math,56.9
302001329,1,2019,School2,10,1,ELA,43.75
302001051,1,2019,School2,10,1,Math,67.24
302001051,1,2019,School2,10,1,ELA,69.79
305002354,1,2019,School2,11,1,Math,56.9
305002354,1,2019,School2,11,1,ELA,59.38
302001170,1,2019,School2,11,1,Math,24.14
302001170,1,2019,School2,11,1,ELA,40.63
305001489,1,2019,School2,9,1,Math,22.41
305001489,1,2019,School2,9,1,ELA,20.83
301001588,1,2019,School2,11,0.5,Math,27.59
301001588,1,2019,School2,11,0.5,ELA,33.33
701152646,1,2019,School2,11,1,Math,0
701152646,1,2019,School2,11,1,ELA,0
2021064,1,2019,School2,9,1,Math,36.21
2021064,1,2019,School2,9,1,ELA,31.25
304057,1,2019,School2,11,1,Math,41.38
304057,1,2019,School2,11,1,ELA,46.88
303001172,1,2019,School2,11,1,Math,63.79
303001172,1,2019,School2,11,1,ELA,63.54
305001439,1,2019,School2,11,1,Math,36.21
305001439,1,2019,School2,11,1,ELA,64.58
2021067,1,2019,School2,10,1,Math,37.93
2021067,1,2019,School2,10,1,ELA,30.21
2021068,1,2019,School2,9,1,Math,3.45
2021068,1,2019,School2,9,1,ELA,10.42
303001368,1,2019,School2,9,1,Math,46.55
303001368,1,2019,School2,9,1,ELA,35.42
320051428,1,2019,School2,10,1,Math,22.41
320051428,1,2019,School2,10,1,ELA,22.92
322968109,1,2019,School2,9,1,Math,37.93
322968109,1,2019,School2,9,1,ELA,28.13
30200013,1,2019,School2,10,1,Math,22.41
30200013,1,2019,School2,10,1,ELA,27.08
302001301,1,2019,School2,10,1,Math,36.21
302001301,1,2019,School2,10,1,ELA,50
701153835,1,2019,School2,10,1,Math,44.83
701153835,1,2019,School2,10,1,ELA,30.21
301001589,1,2019,School2,11,1,Math,29.31
301001589,1,2019,School2,11,1,ELA,28.13
300027521,1,2019,School2,10,1,Math,37.93
300027521,1,2019,School2,10,1,ELA,48.96
701153937,1,2019,School2,9,1,Math,32.76
701153937,1,2019,School2,9,1,ELA,26.04
701158152,1,2019,School2,10,1,Math,17.24
701158152,1,2019,School2,10,1,ELA,34.38
305002305,1,2019,School2,10,1,Math,43.1
305002305,1,2019,School2,10,1,ELA,50
202462566,1,2019,School2,10,1,Math,67.24
202462566,1,2019,School2,10,1,ELA,65.63
570604783,1,2019,School2,9,1,Math,37.93
570604783,1,2019,School2,9,1,ELA,37.5
301001591,1,2019,School2,11,1,Math,65.52
301001591,1,2019,School2,11,1,ELA,55.21
303001182,1,2019,School2,11,1,Math,50
303001182,1,2019,School2,11,1,ELA,43.75
304061,1,2019,School2,11,1,Math,63.79
304061,1,2019,School2,11,1,ELA,65.63
302001303,1,2019,School2,10,1,Math,37.93
302001303,1,2019,School2,10,1,ELA,50
304062,1,2019,School2,11,1,Math,63.79
304062,1,2019,School2,11,1,ELA,71.88
305003358,1,2019,School2,10,1,Math,43.1
305003358,1,2019,School2,10,1,ELA,30.21
3042022064,1,2019,School2,9,1,Math,46.55
3042022064,1,2019,School2,9,1,ELA,52.08
854137410,1,2019,School2,9,1,Math,25.86
854137410,1,2019,School2,9,1,ELA,29.17
303001371,1,2019,School2,9,1,Math,20.69
303001371,1,2019,School2,9,1,ELA,29.17
3042022066,1,2019,School2,9,1,Math,36.21
3042022066,1,2019,School2,9,1,ELA,26.04
291568753,1,2019,School2,10,1,Math,56.9
291568753,1,2019,School2,10,1,ELA,53.13
306001280,1,2019,School2,9,1,Math,51.72
306001280,1,2019,School2,9,1,ELA,38.54
304065,1,2019,School2,11,1,Math,56.9
304065,1,2019,School2,11,1,ELA,64.58
2021070,1,2019,School2,10,1,Math,50
2021070,1,2019,School2,10,1,ELA,58.33
701158966,1,2019,School2,9,1,Math,24.14
701158966,1,2019,School2,9,1,ELA,28.13
301001167,1,2019,School2,11,1,Math,81.03
301001167,1,2019,School2,11,1,ELA,66.67
305001480,1,2019,School2,10,1,Math,60.34
305001480,1,2019,School2,10,1,ELA,77.08
301001593,1,2019,School2,11,1,Math,50
301001593,1,2019,School2,11,1,ELA,44.79
302001332,1,2019,School2,10,1,Math,44.83
302001332,1,2019,School2,10,1,ELA,39.58
301001594,1,2019,School2,11,1,Math,43.1
301001594,1,2019,School2,11,1,ELA,52.08
2021071,1,2019,School2,10,1,Math,29.31
2021071,1,2019,School2,10,1,ELA,35.42
304067,1,2019,School2,11,1,Math,53.45
304067,1,2019,School2,11,1,ELA,58.33
301001492,1,2019,School2,11,0.75,Math,38.64
301001492,1,2019,School2,11,0.75,ELA,33.33
302001304,1,2019,School2,10,1,Math,55.17
302001304,1,2019,School2,10,1,ELA,42.71
301001595,1,2019,School2,11,1,Math,53.45
301001595,1,2019,School2,11,1,ELA,55.21
302001305,1,2019,School2,10,1,Math,44.83
302001305,1,2019,School2,10,1,ELA,61.46
305002367,1,2019,School2,9,1,Math,32.76
305002367,1,2019,School2,9,1,ELA,29.17
30200014,1,2019,School2,10,1,Math,32.76
30200014,1,2019,School2,10,1,ELA,30.21
302001306,1,2019,School2,10,1,Math,18.97
302001306,1,2019,School2,10,1,ELA,19.79
302001307,1,2019,School2,9,1,Math,36.21
302001307,1,2019,School2,9,1,ELA,43.75
2021074,1,2019,School2,10,1,Math,62.07
2021074,1,2019,School2,10,1,ELA,56.25
306001229,1,2019,School2,11,1,Math,17.24
306001229,1,2019,School2,11,1,ELA,22.92
305003354,1,2019,School2,9,1,Math,32.76
305003354,1,2019,School2,9,1,ELA,23.96
302001060,1,2019,School2,11,1,Math,37.93
302001060,1,2019,School2,11,1,ELA,38.54
2021075,1,2019,School2,10,1,Math,39.66
2021075,1,2019,School2,10,1,ELA,47.92
302001308,1,2019,School2,9,1,Math,20.69
302001308,1,2019,School2,9,1,ELA,17.71
306001252,1,2019,School2,10,1,Math,34.48
306001252,1,2019,School2,10,1,ELA,43.75
301001598,1,2019,School2,11,1,Math,55.17
301001598,1,2019,School2,11,1,ELA,67.71
306001233,1,2019,School2,11,1,Math,48.28
306001233,1,2019,School2,11,1,ELA,66.67
3042022070,1,2019,School2,9,1,Math,51.72
3042022070,1,2019,School2,9,1,ELA,21.88
303001190,1,2019,School2,11,1,Math,53.45
303001190,1,2019,School2,11,1,ELA,41.67
302001309,1,2019,School2,9,1,Math,31.03
302001309,1,2019,School2,9,1,ELA,19.79
305001482,1,2019,School2,10,1,Math,22.41
305001482,1,2019,School2,10,1,ELA,28.13
303001181,1,2019,School2,11,0.5,Math,10.34
303001181,1,2019,School2,11,0.5,ELA,18.75
303001372,1,2019,School2,9,1,Math,44.83
303001372,1,2019,School2,9,1,ELA,45.83
701153816,1,2019,School2,11,1,Math,37.93
701153816,1,2019,School2,11,1,ELA,59.38
304072,1,2019,School2,11,1,Math,72.41
304072,1,2019,School2,11,1,ELA,65.63
701156428,1,2019,School2,9,1,Math,43.1
701156428,1,2019,School2,9,1,ELA,34.38
2021077,1,2019,School2,10,1,Math,27.59
2021077,1,2019,School2,10,1,ELA,18.75
304073,1,2019,School2,11,1,Math,27.59
304073,1,2019,School2,11,1,ELA,30.21
304074,1,2019,School2,11,1,Math,70.69
304074,1,2019,School2,11,1,ELA,77.08
437416114,1,2019,School2,9,1,Math,6.9
437416114,1,2019,School2,9,1,ELA,19.79
305001600,1,2019,School2,9,1,Math,36.21
305001600,1,2019,School2,9,1,ELA,38.54
305002066,1,2019,School2,9,1,Math,53.45
305002066,1,2019,School2,9,1,ELA,34.38
305003357,1,2019,School2,10,1,Math,41.38
305003357,1,2019,School2,10,1,ELA,33.33
701158945,1,2019,School2,11,1,Math,12.07
701158945,1,2019,School2,11,1,ELA,36.46
305002370,1,2019,School2,11,1,Math,25.86
305002370,1,2019,School2,11,1,ELA,31.25
303001147,1,2019,School2,11,1,Math,18.97
303001147,1,2019,School2,11,1,ELA,34.38
3042022072,1,2019,School2,9,1,Math,46.55
3042022072,1,2019,School2,9,1,ELA,46.88
303001375,1,2019,School2,9,1,Math,55.17
303001375,1,2019,School2,9,1,ELA,60.42
3042022073,1,2019,School2,9,1,Math,32.76
3042022073,1,2019,School2,9,1,ELA,33.33
301001600,1,2019,School2,11,1,Math,79.31
301001600,1,2019,School2,11,1,ELA,91.67
725276719,1,2019,School2,10,1,Math,25.86
725276719,1,2019,School2,10,1,ELA,18.75
302001327,1,2019,School2,10,1,Math,27.59
302001327,1,2019,School2,10,1,ELA,19.79
304075,1,2019,School2,11,1,Math,39.66
304075,1,2019,School2,11,1,ELA,37.5
3042022074,1,2019,School2,9,1,Math,13.79
3042022074,1,2019,School2,9,1,ELA,23.96
305003402,1,2019,School1,10,1,Math,29.31
305003402,1,2019,School1,10,1,ELA,29.17
303001236,1,2019,School1,9,1,Math,41.38
303001236,1,2019,School1,9,1,ELA,32.29
302001587,1,2019,School1,10,1,Math,43.1
302001587,1,2019,School1,10,1,ELA,57.29
305003372,1,2019,School1,10,1,Math,31.03
305003372,1,2019,School1,10,1,ELA,32.29
302001663,1,2019,School1,10,1,Math,68.97
302001663,1,2019,School1,10,1,ELA,64.58
303001282,1,2019,School1,9,1,Math,43.1
303001282,1,2019,School1,9,1,ELA,62.5
701152641,1,2019,School1,9,1,Math,37.93
701152641,1,2019,School1,9,1,ELA,27.08
701153386,1,2019,School1,11,1,Math,46.55
701153386,1,2019,School1,11,1,ELA,81.25
309001002,1,2019,School1,11,1,Math,55.17
309001002,1,2019,School1,11,1,ELA,66.67
302001743,1,2019,School1,10,1,Math,56.9
302001743,1,2019,School1,10,1,ELA,61.46
310001343,1,2019,School1,9,1,Math,37.93
310001343,1,2019,School1,9,1,ELA,37.5
302001339,1,2019,School1,10,1,Math,51.72
302001339,1,2019,School1,10,1,ELA,29.17
701158648,1,2019,School1,9,1,Math,36.21
701158648,1,2019,School1,9,1,ELA,55.21
701156584,1,2019,School1,9,1,Math,29.31
701156584,1,2019,School1,9,1,ELA,33.33
310001345,1,2019,School1,9,1,Math,20.69
310001345,1,2019,School1,9,1,ELA,38.54
701156089,1,2019,School1,10,1,Math,44.83
701156089,1,2019,School1,10,1,ELA,42.71
701156474,1,2019,School1,10,1,Math,6.9
701156474,1,2019,School1,10,1,ELA,17.71
310001344,1,2019,School1,9,1,Math,48.28
310001344,1,2019,School1,9,1,ELA,34.38
701155021,1,2019,School1,9,1,Math,27.59
701155021,1,2019,School1,9,1,ELA,35.42
302001340,1,2019,School1,10,1,Math,55.17
302001340,1,2019,School1,10,1,ELA,53.13
303001239,1,2019,School1,9,1,Math,43.1
303001239,1,2019,School1,9,1,ELA,28.13
701156485,1,2019,School1,9,1,Math,18.97
701156485,1,2019,School1,9,1,ELA,35.42
302001588,1,2019,School1,10,1,Math,36.21
302001588,1,2019,School1,10,1,ELA,53.13
302001589,1,2019,School1,9,1,Math,41.38
302001589,1,2019,School1,9,1,ELA,23.96
701153914,1,2019,School1,11,1,Math,37.93
701153914,1,2019,School1,11,1,ELA,53.13
701158123,1,2019,School1,11,1,Math,41.38
701158123,1,2019,School1,11,1,ELA,35.42
302001341,1,2019,School1,10,1,Math,36.21
302001341,1,2019,School1,10,1,ELA,55.21
310001346,1,2019,School1,9,1,Math,18.97
310001346,1,2019,School1,9,1,ELA,39.58
309001003,1,2019,School1,11,1,Math,58.62
309001003,1,2019,School1,11,1,ELA,63.54
302001590,1,2019,School1,10,1,Math,55.17
302001590,1,2019,School1,10,1,ELA,69.79
305002063,1,2019,School1,10,0.5,Math,17.24
305002063,1,2019,School1,10,0.5,ELA,41.67
701156090,1,2019,School1,10,1,Math,51.72
701156090,1,2019,School1,10,1,ELA,36.46
701156015,1,2019,School1,9,0.5,Math,17.24
701156015,1,2019,School1,9,0.5,ELA,8.33
701158902,1,2019,School1,9,1,Math,29.31
701158902,1,2019,School1,9,1,ELA,36.46
302001591,1,2019,School1,9,1,Math,15.52
302001591,1,2019,School1,9,1,ELA,23.96
701156037,1,2019,School1,9,1,Math,29.31
701156037,1,2019,School1,9,1,ELA,26.04
310001349,1,2019,School1,9,1,Math,37.93
310001349,1,2019,School1,9,1,ELA,34.38
436363205,1,2019,School1,11,0.5,Math,48.28
436363205,1,2019,School1,11,0.5,ELA,22.92
302001593,1,2019,School1,10,1,Math,37.93
302001593,1,2019,School1,10,1,ELA,37.5
309001005,1,2019,School1,11,1,Math,56.9
309001005,1,2019,School1,11,1,ELA,46.88
305001441,1,2019,School1,10,1,Math,25.86
305001441,1,2019,School1,10,1,ELA,42.71
305003405,1,2019,School1,10,1,Math,50
305003405,1,2019,School1,10,1,ELA,40.63
303001249,1,2019,School1,9,1,Math,29.31
303001249,1,2019,School1,9,1,ELA,26.04
701155022,1,2019,School1,10,1,Math,29.31
701155022,1,2019,School1,10,1,ELA,30.21
701152625,1,2019,School1,9,1,Math,24.14
701152625,1,2019,School1,9,1,ELA,0
310001350,1,2019,School1,9,1,Math,37.93
310001350,1,2019,School1,9,1,ELA,44.79
305002374,1,2019,School1,10,1,Math,29.31
305002374,1,2019,School1,10,1,ELA,21.88
302001594,1,2019,School1,10,1,Math,39.66
302001594,1,2019,School1,10,1,ELA,50
305001403,1,2019,School1,10,1,Math,48.28
305001403,1,2019,School1,10,1,ELA,43.75
701153643,1,2019,School1,9,0.5,Math,17.24
701153643,1,2019,School1,9,0.5,ELA,10.42
310001351,1,2019,School1,9,1,Math,24.14
310001351,1,2019,School1,9,1,ELA,30.21
302001595,1,2019,School1,10,1,Math,32.76
302001595,1,2019,School1,10,1,ELA,32.29
701153989,1,2019,School1,11,1,Math,51.72
701153989,1,2019,School1,11,1,ELA,63.54
550001506,1,2019,School1,9,1,Math,17.24
550001506,1,2019,School1,9,1,ELA,30.21
302001344,1,2019,School1,10,1,Math,50
302001344,1,2019,School1,10,1,ELA,56.25
701156506,1,2019,School1,9,1,Math,25.86
701156506,1,2019,School1,9,1,ELA,25
305001326,1,2019,School1,10,1,Math,60.34
305001326,1,2019,School1,10,1,ELA,50
310001353,1,2019,School1,9,1,Math,32.76
310001353,1,2019,School1,9,1,ELA,30.21
302001346,1,2019,School1,10,1,Math,53.45
302001346,1,2019,School1,10,1,ELA,50
305003407,1,2019,School1,11,1,Math,46.55
305003407,1,2019,School1,11,1,ELA,34.38
305002088,1,2019,School1,9,1,Math,56.9
305002088,1,2019,School1,9,1,ELA,50
305001347,1,2019,School1,9,1,Math,24.14
305001347,1,2019,School1,9,1,ELA,26.04
302001347,1,2019,School1,10,1,Math,48.28
302001347,1,2019,School1,10,1,ELA,41.67
302001348,1,2019,School1,10,1,Math,43.1
302001348,1,2019,School1,10,1,ELA,63.54
302001597,1,2019,School1,10,1,Math,31.03
302001597,1,2019,School1,10,1,ELA,40.63
302001349,1,2019,School1,10,1,Math,37.93
302001349,1,2019,School1,10,1,ELA,37.5
309001008,1,2019,School1,11,1,Math,41.38
309001008,1,2019,School1,11,1,ELA,46.88
303001261,1,2019,School1,9,1,Math,37.93
303001261,1,2019,School1,9,1,ELA,36.46
305002330,1,2019,School1,9,1,Math,39.66
305002330,1,2019,School1,9,1,ELA,27.08
305002358,1,2019,School1,10,1,Math,25.86
305002358,1,2019,School1,10,1,ELA,44.79
303001259,1,2019,School1,9,1,Math,32.76
303001259,1,2019,School1,9,1,ELA,31.25
701155023,1,2019,School1,10,1,Math,50
701155023,1,2019,School1,10,1,ELA,50
305003404,1,2019,School1,9,1,Math,32.76
305003404,1,2019,School1,9,1,ELA,36.46
750178905,1,2019,School1,11,1,Math,25.86
750178905,1,2019,School1,11,1,ELA,21.88
309001011,1,2019,School1,11,1,Math,41.38
309001011,1,2019,School1,11,1,ELA,60.42
305002234,1,2019,School1,10,1,Math,51.72
305002234,1,2019,School1,10,1,ELA,35.42
310001359,1,2019,School1,9,1,Math,32.76
310001359,1,2019,School1,9,1,ELA,28.13
302001351,1,2019,School1,9,1,Math,37.93
302001351,1,2019,School1,9,1,ELA,54.17
302001350,1,2019,School1,10,1,Math,51.72
302001350,1,2019,School1,10,1,ELA,45.83
302001599,1,2019,School1,10,1,Math,48.28
302001599,1,2019,School1,10,1,ELA,52.08
301001547,1,2019,School1,11,0.5,Math,27.59
301001547,1,2019,School1,11,0.5,ELA,22.92
305002929,1,2019,School1,9,1,Math,34.48
305002929,1,2019,School1,9,1,ELA,40.63
701156561,1,2019,School1,10,1,Math,25.86
701156561,1,2019,School1,10,1,ELA,36.46
302001090,1,2019,School1,11,1,Math,51.72
302001090,1,2019,School1,11,1,ELA,66.67
701153951,1,2019,School1,10,1,Math,68.97
701153951,1,2019,School1,10,1,ELA,62.5
701158122,1,2019,School1,9,1,Math,29.31
701158122,1,2019,School1,9,1,ELA,39.58
701153783,1,2019,School1,10,1,Math,43.1
701153783,1,2019,School1,10,1,ELA,43.75
305003399,1,2019,School1,9,1,Math,36.21
305003399,1,2019,School1,9,1,ELA,0
302001352,1,2019,School1,10,1,Math,43.1
302001352,1,2019,School1,10,1,ELA,37.5
309001013,1,2019,School1,11,1,Math,50
309001013,1,2019,School1,11,1,ELA,59.38
309001014,1,2019,School1,11,1,Math,27.59
309001014,1,2019,School1,11,1,ELA,53.13
303001276,1,2019,School1,9,1,Math,41.38
303001276,1,2019,School1,9,1,ELA,43.75
302001110,1,2019,School1,9,1,Math,17.24
302001110,1,2019,School1,9,1,ELA,25
701158120,1,2019,School1,9,1,Math,41.38
701158120,1,2019,School1,9,1,ELA,37.5
701156442,1,2019,School1,10,1,Math,34.48
701156442,1,2019,School1,10,1,ELA,22.92
701156526,1,2019,School1,10,1,Math,15.52
701156526,1,2019,School1,10,1,ELA,36.46
301001554,1,2019,School1,10,1,Math,36.21
301001554,1,2019,School1,10,1,ELA,29.17
302001602,1,2019,School1,10,1,Math,17.24
302001602,1,2019,School1,10,1,ELA,31.25
302001354,1,2019,School1,10,1,Math,22.41
302001354,1,2019,School1,10,1,ELA,31.25
310001362,1,2019,School1,9,1,Math,43.1
310001362,1,2019,School1,9,1,ELA,37.5
701153930,1,2019,School1,11,0.5,Math,17.24
701153930,1,2019,School1,11,0.5,ELA,29.17
303001215,1,2019,School1,9,1,Math,20.69
303001215,1,2019,School1,9,1,ELA,15.63
302001355,1,2019,School1,10,1,Math,25.86
302001355,1,2019,School1,10,1,ELA,41.67
303001186,1,2019,School1,10,1,Math,18.97
303001186,1,2019,School1,10,1,ELA,23.96
310001363,1,2019,School1,9,1,Math,41.38
310001363,1,2019,School1,9,1,ELA,48.96
310001364,1,2019,School1,9,1,Math,39.66
310001364,1,2019,School1,9,1,ELA,57.29
302001746,1,2019,School1,10,1,Math,44.83
302001746,1,2019,School1,10,1,ELA,37.5
701153976,1,2019,School1,10,1,Math,20.69
701153976,1,2019,School1,10,1,ELA,19.79
302001603,1,2019,School1,10,1,Math,60.34
302001603,1,2019,School1,10,1,ELA,42.71
291590708,1,2019,School1,10,1,Math,25.86
291590708,1,2019,School1,10,1,ELA,28.13
305002369,1,2019,School1,9,1,Math,32.76
305002369,1,2019,School1,9,1,ELA,47.92
305002062,1,2019,School1,10,1,Math,48.28
305002062,1,2019,School1,10,1,ELA,60.42
280011241,1,2019,School1,9,1,Math,34.48
280011241,1,2019,School1,9,1,ELA,40.63
305001387,1,2019,School1,10,1,Math,50
305001387,1,2019,School1,10,1,ELA,29.17
302001604,1,2019,School1,10,1,Math,25.86
302001604,1,2019,School1,10,1,ELA,28.13
701153639,1,2019,School1,10,1,Math,74.14
701153639,1,2019,School1,10,1,ELA,76.04
303001173,1,2019,School1,10,1,Math,24.14
303001173,1,2019,School1,10,1,ELA,7.29
303001254,1,2019,School1,9,1,Math,39.66
303001254,1,2019,School1,9,1,ELA,29.17
309001017,1,2019,School1,11,0.5,Math,34.48
309001017,1,2019,School1,11,0.5,ELA,43.75
303001258,1,2019,School1,9,1,Math,44.83
303001258,1,2019,School1,9,1,ELA,33.33
309001018,1,2019,School1,11,1,Math,44.83
309001018,1,2019,School1,11,1,ELA,40.63
701156484,1,2019,School1,9,1,Math,29.31
701156484,1,2019,School1,9,1,ELA,16.67
302001357,1,2019,School1,10,1,Math,50
302001357,1,2019,School1,10,1,ELA,48.96
303001294,1,2019,School1,9,1,Math,37.93
303001294,1,2019,School1,9,1,ELA,32.29
701153369,1,2019,School1,10,1,Math,43.1
701153369,1,2019,School1,10,1,ELA,45.83
732561850,1,2019,School1,11,1,Math,51.72
732561850,1,2019,School1,11,1,ELA,62.5
701155024,1,2019,School1,10,1,Math,37.93
701155024,1,2019,School1,10,1,ELA,59.38
305002107,1,2019,School1,11,1,Math,31.03
305002107,1,2019,School1,11,1,ELA,45.83
302001760,1,2019,School1,10,1,Math,43.1
302001760,1,2019,School1,10,1,ELA,43.75
305001445,1,2019,School1,10,1,Math,24.14
305001445,1,2019,School1,10,1,ELA,36.46
302001607,1,2019,School1,10,1,Math,46.55
302001607,1,2019,School1,10,1,ELA,41.67
303001234,1,2019,School1,9,1,Math,32.76
303001234,1,2019,School1,9,1,ELA,38.54
302001761,1,2019,School1,11,1,Math,34.48
302001761,1,2019,School1,11,1,ELA,30.21
302001358,1,2019,School1,9,1,Math,27.59
302001358,1,2019,School1,9,1,ELA,27.08
701154035,1,2019,School1,11,1,Math,22.41
701154035,1,2019,School1,11,1,ELA,33.33
303001257,1,2019,School1,9,1,Math,51.72
303001257,1,2019,School1,9,1,ELA,36.46
302001609,1,2019,School1,10,1,Math,39.66
302001609,1,2019,School1,10,1,ELA,31.25
302001125,1,2019,School1,11,1,Math,65.52
302001125,1,2019,School1,11,1,ELA,61.46
302001611,1,2019,School1,10,1,Math,50
